sweep,energy_per_spin,abs_magnetization_per_spin
807,-1.7812500000,0.9375000000
808,-1.7187500000,0.8906250000
809,-1.5937500000,0.8593750000
810,-1.5937500000,0.8359375000
811,-1.7343750000,0.8671875000
812,-1.6406250000,0.8593750000
813,-1.7031250000,0.8828125000
814,-1.6718750000,0.8437500000
815,-1.7968750000,0.9062500000
816,-1.8906250000,0.9687500000
817,-1.8125000000,0.9531250000
818,-1.7656250000,0.9375000000
819,-1.9218750000,0.9765625000
820,-1.9375000000,0.9843750000
821,-1.8906250000,0.9687500000
822,-1.8437500000,0.9609375000
823,-1.6718750000,0.9140625000
824,-1.6093750000,0.8515625000
825,-1.6250000000,0.8750000000
826,-1.6562500000,0.8906250000
827,-1.7968750000,0.9375000000
828,-1.7968750000,0.9453125000
829,-1.8593750000,0.9609375000
830,-1.8593750000,0.9609375000
831,-1.7500000000,0.8984375000
832,-1.5937500000,0.8046875000
833,-1.5781250000,0.7656250000
834,-1.5312500000,0.7968750000
835,-1.5937500000,0.8125000000
836,-1.6718750000,0.8828125000
837,-1.7500000000,0.9296875000
838,-1.9375000000,0.9843750000
839,-1.9218750000,0.9765625000
840,-1.7343750000,0.9140625000
841,-1.7656250000,0.9375000000
842,-1.8281250000,0.9531250000
843,-1.9531250000,0.9843750000
844,-1.9375000000,0.9843750000
845,-1.8125000000,0.9218750000
846,-1.7500000000,0.9218750000
847,-1.8750000000,0.9609375000
848,-1.8437500000,0.9609375000
849,-1.8281250000,0.9531250000
850,-1.7812500000,0.9453125000
851,-1.8437500000,0.9609375000
852,-1.8437500000,0.9375000000
853,-1.6875000000,0.9140625000
854,-1.7812500000,0.9375000000
855,-1.6718750000,0.8828125000
856,-1.7031250000,0.9062500000
857,-1.5781250000,0.8125000000
858,-1.6875000000,0.8515625000
859,-1.6406250000,0.8203125000
860,-1.7500000000,0.9375000000
861,-1.7500000000,0.9296875000
862,-1.7812500000,0.9375000000
863,-1.7812500000,0.9296875000
864,-1.7187500000,0.8984375000
865,-1.6250000000,0.8515625000
866,-1.6718750000,0.8671875000
867,-1.7812500000,0.8906250000
868,-1.7187500000,0.9218750000
869,-1.7500000000,0.9296875000
870,-1.8125000000,0.9453125000
871,-1.7812500000,0.9296875000
872,-1.7656250000,0.9218750000
873,-1.7500000000,0.9296875000
874,-1.7500000000,0.9218750000
875,-1.9218750000,0.9765625000
876,-1.7968750000,0.9375000000
877,-1.7968750000,0.9453125000
878,-1.7343750000,0.9218750000
879,-1.8437500000,0.9531250000
880,-1.8281250000,0.9375000000
881,-1.6093750000,0.8828125000
882,-1.7500000000,0.9296875000
883,-1.6718750000,0.9140625000
884,-1.8437500000,0.9531250000
885,-1.8593750000,0.9609375000
886,-1.7812500000,0.9296875000
887,-1.7656250000,0.9375000000
888,-1.6875000000,0.8906250000
889,-1.7031250000,0.8828125000
890,-1.8281250000,0.9453125000
891,-1.8281250000,0.9453125000
892,-1.7500000000,0.9375000000
893,-1.7500000000,0.9140625000
894,-1.7968750000,0.9218750000
895,-1.8750000000,0.9687500000
896,-1.8281250000,0.9531250000
897,-1.7187500000,0.9062500000
898,-1.5937500000,0.8671875000
899,-1.6875000000,0.9062500000
900,-1.7968750000,0.9218750000
901,-1.5937500000,0.8593750000
902,-1.6718750000,0.8984375000
903,-1.7500000000,0.9375000000
904,-1.7656250000,0.9218750000
905,-1.8593750000,0.9609375000
906,-1.6250000000,0.8750000000
907,-1.5000000000,0.7734375000
908,-1.4843750000,0.8281250000
909,-1.7500000000,0.9218750000
910,-1.6875000000,0.8984375000
911,-1.7187500000,0.9140625000
912,-1.8125000000,0.9375000000
913,-1.6406250000,0.8906250000
914,-1.7187500000,0.9062500000
915,-1.6093750000,0.8750000000
916,-1.5937500000,0.8515625000
917,-1.6093750000,0.8828125000
918,-1.7812500000,0.9375000000
919,-1.7812500000,0.9140625000
920,-1.7343750000,0.9296875000
921,-1.8125000000,0.9531250000
922,-1.8750000000,0.9687500000
923,-1.9375000000,0.9843750000
924,-1.8281250000,0.9453125000
925,-1.7343750000,0.9218750000
926,-1.6250000000,0.9062500000
927,-1.7656250000,0.9140625000
928,-1.5000000000,0.8515625000
929,-1.7031250000,0.8359375000
930,-1.7812500000,0.8281250000
931,-1.6875000000,0.7890625000
932,-1.6406250000,0.7734375000
933,-1.6406250000,0.8906250000
934,-1.8437500000,0.9531250000
935,-1.8437500000,0.9609375000
936,-1.8125000000,0.9062500000
937,-1.5625000000,0.8203125000
938,-1.6875000000,0.8750000000
939,-1.7968750000,0.9453125000
940,-1.8750000000,0.9687500000
941,-1.7812500000,0.9375000000
942,-1.8125000000,0.9453125000
943,-1.7031250000,0.9140625000
944,-1.7343750000,0.9296875000
945,-1.7031250000,0.9062500000
946,-1.7968750000,0.9453125000
947,-1.9218750000,0.9765625000
948,-1.8593750000,0.9609375000
949,-1.6562500000,0.8671875000
950,-1.6093750000,0.8281250000
951,-1.6562500000,0.8750000000
952,-1.7656250000,0.9296875000
953,-1.7656250000,0.9296875000
954,-1.7656250000,0.9296875000
955,-1.7500000000,0.9140625000
956,-1.6562500000,0.8671875000
957,-1.7343750000,0.9062500000
958,-1.8281250000,0.9531250000
959,-1.7500000000,0.9296875000
960,-1.8437500000,0.9531250000
961,-1.8125000000,0.9531250000
962,-1.6718750000,0.8828125000
963,-1.7187500000,0.9140625000
964,-1.7343750000,0.8984375000
965,-1.7500000000,0.9218750000
966,-1.6562500000,0.8906250000
967,-1.7187500000,0.9218750000
968,-1.7187500000,0.9140625000
969,-1.8125000000,0.9453125000
970,-1.8125000000,0.9453125000
971,-1.7187500000,0.9062500000
972,-1.8125000000,0.9453125000
973,-1.6718750000,0.8828125000
974,-1.5625000000,0.8437500000
975,-1.8281250000,0.9453125000
976,-1.9375000000,0.9843750000
977,-2.0000000000,1.0000000000
978,-1.7656250000,0.9375000000
979,-1.8281250000,0.9531250000
980,-1.8593750000,0.9531250000
981,-1.7968750000,0.9453125000
982,-1.7656250000,0.9375000000
983,-1.7656250000,0.9140625000
984,-1.7812500000,0.9375000000
985,-1.6718750000,0.8671875000
986,-1.7031250000,0.8906250000
987,-1.8125000000,0.9453125000
988,-1.8281250000,0.9453125000
989,-1.9062500000,0.9687500000
990,-1.8125000000,0.9453125000
991,-1.9062500000,0.9765625000
992,-1.8281250000,0.9531250000
993,-1.8437500000,0.9375000000
994,-1.8437500000,0.9531250000
995,-1.8125000000,0.9453125000
996,-1.8281250000,0.9531250000
997,-1.7656250000,0.9296875000
998,-1.6718750000,0.8828125000
999,-1.6718750000,0.8671875000
1000,-1.7500000000,0.9062500000
