sweep,energy_per_spin,abs_magnetization_per_spin
811,-1.7500000000,0.9218750000
812,-1.7187500000,0.9218750000
813,-1.7656250000,0.9375000000
814,-1.7343750000,0.9140625000
815,-1.7500000000,0.8906250000
816,-1.6718750000,0.8671875000
817,-1.7812500000,0.9296875000
818,-1.8281250000,0.9531250000
819,-1.6718750000,0.8906250000
820,-1.7656250000,0.9296875000
821,-1.8125000000,0.9375000000
822,-1.7968750000,0.9453125000
823,-1.7656250000,0.9296875000
824,-1.7968750000,0.9453125000
825,-1.6718750000,0.9140625000
826,-1.7812500000,0.9375000000
827,-1.9218750000,0.9765625000
828,-1.8750000000,0.9687500000
829,-1.7031250000,0.9218750000
830,-1.8125000000,0.8984375000
831,-1.6875000000,0.8593750000
832,-1.7343750000,0.8281250000
833,-1.6875000000,0.8125000000
834,-1.6718750000,0.8046875000
835,-1.5937500000,0.8437500000
836,-1.5312500000,0.8437500000
837,-1.5781250000,0.8750000000
838,-1.6875000000,0.9140625000
839,-1.8593750000,0.9609375000
840,-1.8750000000,0.9687500000
841,-1.7656250000,0.9375000000
842,-1.7656250000,0.9218750000
843,-1.8125000000,0.9375000000
844,-1.6718750000,0.9062500000
845,-1.8125000000,0.9531250000
846,-1.8750000000,0.9687500000
847,-1.8593750000,0.9609375000
848,-1.8750000000,0.9687500000
849,-1.8593750000,0.9609375000
850,-1.8281250000,0.9531250000
851,-1.7343750000,0.9140625000
852,-1.6718750000,0.8906250000
853,-1.6250000000,0.8593750000
854,-1.5937500000,0.8593750000
855,-1.7343750000,0.9140625000
856,-1.8437500000,0.9531250000
857,-1.9062500000,0.9687500000
858,-1.8593750000,0.9609375000
859,-1.9218750000,0.9765625000
860,-1.7656250000,0.9296875000
861,-1.7031250000,0.9218750000
862,-1.7031250000,0.9062500000
863,-1.7187500000,0.9140625000
864,-1.8906250000,0.9687500000
865,-1.8750000000,0.9609375000
866,-1.8437500000,0.9609375000
867,-1.8281250000,0.9531250000
868,-1.8125000000,0.9453125000
869,-1.7812500000,0.9218750000
870,-1.7500000000,0.9218750000
871,-1.7656250000,0.9062500000
872,-1.7812500000,0.9218750000
873,-1.7187500000,0.9140625000
874,-1.7031250000,0.9218750000
875,-1.8281250000,0.9531250000
876,-1.8906250000,0.9687500000
877,-1.8437500000,0.9609375000
878,-1.9218750000,0.9765625000
879,-1.8906250000,0.9687500000
880,-1.8437500000,0.9531250000
881,-1.7500000000,0.9218750000
882,-1.8906250000,0.9687500000
883,-1.7343750000,0.9062500000
884,-1.7968750000,0.9453125000
885,-1.8750000000,0.9609375000
886,-1.8750000000,0.9453125000
887,-1.7343750000,0.8828125000
888,-1.6250000000,0.8515625000
889,-1.7031250000,0.8906250000
890,-1.7812500000,0.9296875000
891,-1.7968750000,0.9140625000
892,-1.7187500000,0.8906250000
893,-1.6718750000,0.8750000000
894,-1.7187500000,0.9140625000
895,-1.7187500000,0.9140625000
896,-1.7968750000,0.9375000000
897,-1.6093750000,0.8750000000
898,-1.7343750000,0.8906250000
899,-1.8125000000,0.9453125000
900,-1.8125000000,0.9453125000
901,-1.7500000000,0.9140625000
902,-1.6718750000,0.8984375000
903,-1.6406250000,0.8750000000
904,-1.6875000000,0.8984375000
905,-1.8125000000,0.9375000000
906,-1.7968750000,0.9296875000
907,-1.6875000000,0.9140625000
908,-1.7500000000,0.9296875000
909,-1.8281250000,0.9453125000
910,-1.8281250000,0.9453125000
911,-1.8593750000,0.9609375000
912,-1.8906250000,0.9687500000
913,-1.9375000000,0.9843750000
914,-1.8125000000,0.9453125000
915,-1.7656250000,0.9296875000
916,-1.6718750000,0.9062500000
917,-1.6875000000,0.9062500000
918,-1.6250000000,0.8750000000
919,-1.6562500000,0.8828125000
920,-1.7500000000,0.8984375000
921,-1.7187500000,0.8203125000
922,-1.5625000000,0.7890625000
923,-1.7187500000,0.8203125000
924,-1.7187500000,0.8593750000
925,-1.7656250000,0.8437500000
926,-1.6093750000,0.8515625000
927,-1.7500000000,0.9218750000
928,-1.8125000000,0.9531250000
929,-1.9062500000,0.9765625000
930,-1.8750000000,0.9687500000
931,-1.8906250000,0.9687500000
932,-1.8593750000,0.9531250000
933,-1.7968750000,0.9453125000
934,-1.7968750000,0.9375000000
935,-1.7656250000,0.9375000000
936,-1.9062500000,0.9765625000
937,-1.8593750000,0.9609375000
938,-1.7187500000,0.9296875000
939,-1.7500000000,0.8984375000
940,-1.7187500000,0.9296875000
941,-1.8750000000,0.9687500000
942,-1.9062500000,0.9765625000
943,-1.7812500000,0.9375000000
944,-1.8125000000,0.9531250000
945,-1.7343750000,0.9218750000
946,-1.9218750000,0.9765625000
947,-1.8281250000,0.9375000000
948,-1.7187500000,0.8906250000
949,-1.8750000000,0.9453125000
950,-1.7500000000,0.9296875000
951,-1.9062500000,0.9765625000
952,-1.7968750000,0.9375000000
953,-1.8437500000,0.9531250000
954,-1.8125000000,0.9531250000
955,-1.7968750000,0.9296875000
956,-1.8125000000,0.9453125000
957,-1.8750000000,0.9687500000
958,-1.9375000000,0.9843750000
959,-1.9062500000,0.9765625000
960,-1.8437500000,0.9609375000
961,-1.9062500000,0.9765625000
962,-1.8125000000,0.9296875000
963,-1.7656250000,0.9140625000
964,-1.6718750000,0.8984375000
965,-1.8125000000,0.9453125000
966,-1.7968750000,0.9375000000
967,-1.8125000000,0.9375000000
968,-1.7656250000,0.9375000000
969,-1.7031250000,0.9140625000
970,-1.8593750000,0.9609375000
971,-1.9375000000,0.9843750000
972,-1.7812500000,0.9375000000
973,-1.7031250000,0.8906250000
974,-1.7968750000,0.8984375000
975,-1.7343750000,0.9140625000
976,-1.6406250000,0.9062500000
977,-1.6093750000,0.8828125000
978,-1.7812500000,0.9062500000
979,-1.8437500000,0.9609375000
980,-1.8281250000,0.9375000000
981,-1.7968750000,0.9375000000
982,-1.8125000000,0.9453125000
983,-1.8437500000,0.9531250000
984,-1.7812500000,0.9375000000
985,-1.8437500000,0.9609375000
986,-1.8125000000,0.9531250000
987,-1.8281250000,0.9531250000
988,-1.7656250000,0.9296875000
989,-1.8125000000,0.9531250000
990,-1.7656250000,0.9296875000
991,-1.8437500000,0.9609375000
992,-1.7968750000,0.9375000000
993,-1.7343750000,0.9140625000
994,-1.6875000000,0.8906250000
995,-1.6718750000,0.9062500000
996,-1.8437500000,0.9609375000
997,-1.8281250000,0.9531250000
998,-1.7500000000,0.9296875000
999,-1.8125000000,0.9453125000
1000,-1.7812500000,0.8984375000
